School,Gender,Address,Family_Size,Parental_Status,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Age,Study_Time,Failures,Absences,G1,G2,G3,Dropped_Out
MS,F,U,GT3,T,yes,no,no,no,yes,yes,yes,no,teacher,at_home,home,other,16,3,3,28,16,13,13,1
MS,F,R,GT3,A,no,no,no,no,yes,no,yes,no,teacher,health,other,other,19,1,3,68,8,6,8,1
MS,M,U,GT3,A,no,no,no,no,yes,no,yes,yes,other,other,course,other,17,1,2,34,14,13,15,0
MS,M,R,GT3,A,yes,yes,no,no,no,no,no,yes,teacher,services,home,father,17,3,2,82,12,12,14,1
MS,F,U,LE3,T,no,no,yes,no,no,yes,no,yes,at_home,services,reputation,father,16,2,1,75,6,4,7,1
MS,M,U,LE3,A,yes,no,yes,no,no,no,yes,yes,teacher,other,other,mother,15,4,2,32,11,9,10,1
MS,F,U,GT3,A,yes,yes,yes,yes,yes,yes,yes,yes,health,teacher,other,other,19,1,0,98,12,14,11,1
MS,F,U,LE3,A,yes,no,yes,no,no,no,no,yes,services,health,other,other,20,2,0,45,7,9,7,1
GP,F,U,GT3,T,no,no,no,yes,no,no,yes,yes,teacher,services,other,father,17,1,2,71,17,18,17,1
MS,M,U,LE3,A,yes,yes,yes,yes,yes,yes,yes,no,teacher,other,course,other,17,1,1,30,14,15,13,0
MS,F,R,GT3,A,yes,no,no,yes,yes,yes,yes,no,health,services,other,mother,21,1,1,74,7,9,10,1
GP,F,U,LE3,T,no,yes,no,yes,no,no,yes,yes,health,services,other,other,16,3,3,67,13,15,16,1
MS,M,R,GT3,A,no,yes,no,yes,yes,yes,yes,yes,teacher,teacher,other,other,20,3,1,39,12,9,6,1
GP,M,U,GT3,T,yes,yes,no,yes,no,yes,no,yes,at_home,services,reputation,other,17,1,0,68,5,2,-1,1
GP,M,R,LE3,A,yes,no,yes,yes,yes,yes,yes,no,teacher,health,reputation,mother,19,4,0,41,19,17,15,0
MS,F,R,LE3,T,yes,no,no,no,no,no,no,no,at_home,other,reputation,mother,15,2,2,85,6,4,4,1
GP,F,R,LE3,T,no,yes,no,yes,no,no,yes,no,services,teacher,reputation,other,17,1,2,43,8,9,7,1
GP,M,R,GT3,T,yes,no,yes,yes,no,no,no,no,other,teacher,home,mother,15,2,3,16,19,20,22,0
GP,F,R,LE3,A,yes,yes,yes,yes,yes,yes,yes,no,services,other,other,father,17,1,2,19,15,18,21,0
GP,M,R,GT3,A,no,no,no,no,no,no,no,yes,teacher,health,home,other,17,2,1,75,10,13,10,1
MS,M,U,LE3,T,no,no,no,yes,no,yes,yes,no,teacher,services,home,mother,19,4,3,52,19,19,21,0
GP,F,R,LE3,A,yes,no,no,no,yes,no,no,no,at_home,services,home,mother,15,2,2,43,17,16,16,1
MS,F,U,GT3,A,yes,yes,yes,yes,no,no,yes,no,health,health,course,mother,20,1,2,16,7,7,9,1
GP,M,U,GT3,T,yes,no,no,yes,yes,no,yes,no,at_home,at_home,other,father,18,4,2,26,8,7,7,1
GP,M,R,LE3,T,no,no,no,yes,no,no,no,yes,health,other,other,mother,19,1,2,22,18,16,13,1
GP,M,R,GT3,T,no,yes,yes,yes,yes,yes,yes,yes,health,health,home,father,15,1,2,57,8,9,7,1
GP,M,U,GT3,T,no,no,yes,yes,yes,no,yes,no,health,services,reputation,father,15,3,0,68,14,14,13,1
MS,F,R,LE3,A,no,yes,no,yes,yes,yes,no,yes,health,other,course,mother,15,2,3,55,11,13,10,1
MS,M,R,GT3,A,no,yes,yes,yes,yes,yes,no,yes,teacher,other,home,father,21,1,0,91,11,10,8,1
GP,M,R,LE3,A,yes,yes,no,yes,yes,yes,yes,no,other,services,home,mother,18,4,3,93,11,14,13,1
GP,M,R,LE3,A,yes,no,no,no,no,yes,yes,no,other,health,course,mother,19,4,1,44,8,10,12,1
MS,F,R,GT3,A,no,no,yes,no,no,no,no,no,services,at_home,home,mother,21,4,1,28,16,18,19,0
GP,F,R,LE3,A,yes,no,yes,yes,yes,yes,yes,no,services,other,other,other,18,3,1,13,9,6,7,1
GP,M,R,GT3,T,yes,yes,no,yes,no,no,no,no,services,other,reputation,father,17,1,3,7,8,7,8,1
GP,F,U,LE3,A,no,yes,no,no,yes,yes,yes,yes,at_home,other,reputation,father,16,4,0,45,18,17,16,0
MS,F,R,GT3,A,no,yes,no,yes,yes,yes,yes,yes,services,health,reputation,mother,18,3,0,26,13,15,15,0
MS,F,U,GT3,A,no,no,no,yes,no,yes,yes,no,services,other,reputation,father,17,4,2,69,8,9,10,1
MS,M,U,GT3,T,no,yes,yes,no,yes,no,no,yes,services,services,home,mother,18,3,3,6,5,5,6,1
GP,M,U,GT3,T,yes,yes,yes,no,yes,no,no,yes,teacher,services,reputation,father,15,2,1,25,12,10,10,1
GP,F,U,GT3,A,no,yes,yes,no,no,no,yes,yes,services,teacher,home,father,16,1,3,41,17,17,16,1
MS,M,R,LE3,T,no,yes,yes,no,yes,no,no,no,other,other,other,mother,16,4,2,29,10,8,7,1
MS,M,U,LE3,T,yes,no,no,no,no,yes,no,yes,teacher,at_home,home,mother,20,3,0,80,6,8,8,1
MS,F,U,GT3,A,no,yes,yes,yes,yes,no,no,yes,health,teacher,home,mother,17,1,2,5,5,8,5,1
MS,F,U,LE3,A,yes,yes,no,yes,yes,no,no,no,at_home,other,home,father,21,2,2,66,14,11,14,1
GP,M,U,GT3,A,no,no,no,yes,yes,no,yes,no,teacher,other,course,other,21,3,2,82,18,20,20,0
MS,F,U,GT3,T,yes,no,no,yes,yes,no,no,no,teacher,health,course,other,20,4,2,82,18,20,23,0
GP,M,R,LE3,T,no,no,no,yes,yes,yes,yes,yes,other,health,course,father,18,1,0,53,11,12,10,1
MS,M,R,LE3,A,no,no,yes,no,yes,yes,no,no,services,services,other,father,18,2,0,87,18,17,15,1
GP,F,U,GT3,T,yes,yes,yes,yes,no,yes,no,yes,health,teacher,reputation,mother,21,2,0,91,12,14,11,1
MS,M,R,GT3,T,yes,no,no,no,no,no,yes,yes,other,teacher,home,mother,18,3,0,34,18,18,20,0
MS,M,R,GT3,T,yes,no,no,no,yes,no,yes,yes,other,teacher,home,mother,17,2,1,34,14,14,11,1
MS,F,U,GT3,A,yes,no,yes,yes,yes,no,yes,no,teacher,services,reputation,father,18,4,3,4,13,11,14,1
MS,F,U,GT3,A,no,yes,yes,no,yes,no,no,no,health,at_home,course,mother,16,3,1,5,15,18,16,0
GP,F,U,GT3,A,yes,no,no,yes,yes,no,no,no,other,at_home,other,mother,16,2,2,92,8,8,8,1
MS,M,R,LE3,A,yes,no,no,yes,yes,no,yes,no,at_home,at_home,home,father,19,1,2,22,11,14,13,1
GP,F,U,GT3,A,no,yes,no,no,yes,no,yes,no,at_home,teacher,reputation,other,18,4,2,58,9,8,6,1
GP,F,R,GT3,T,yes,yes,yes,yes,yes,yes,no,no,other,other,course,mother,18,1,2,50,18,16,16,1
GP,F,R,LE3,T,yes,no,yes,yes,no,yes,no,yes,teacher,teacher,other,other,20,2,1,61,6,5,7,1
GP,F,R,GT3,T,yes,no,yes,yes,yes,no,no,no,at_home,other,reputation,mother,16,4,0,31,7,9,7,1
MS,M,U,GT3,T,no,no,yes,no,no,yes,yes,no,teacher,health,reputation,mother,16,1,2,0,12,15,14,0
GP,M,R,LE3,T,yes,yes,yes,no,yes,yes,no,yes,services,services,home,mother,15,2,1,48,14,12,14,0
GP,F,U,GT3,T,yes,no,no,no,yes,no,no,yes,services,at_home,other,father,15,4,1,97,15,14,12,1
GP,M,U,LE3,A,yes,yes,yes,yes,no,no,no,yes,teacher,teacher,other,father,19,4,2,27,9,7,5,1
MS,F,U,GT3,A,no,yes,yes,no,no,yes,yes,no,other,teacher,course,mother,16,4,2,70,19,20,19,1
MS,F,U,LE3,T,no,yes,yes,yes,yes,no,no,yes,services,health,course,mother,19,2,1,36,7,7,8,1
MS,M,U,LE3,A,yes,no,yes,yes,yes,yes,yes,yes,services,other,home,father,18,2,3,28,12,11,9,1
MS,M,R,LE3,T,no,yes,no,no,no,yes,yes,yes,at_home,at_home,other,father,18,4,1,18,11,14,12,0
GP,F,R,GT3,T,no,no,yes,yes,no,no,no,yes,other,services,course,other,16,4,3,18,11,8,6,1
GP,F,R,GT3,A,no,no,no,yes,yes,yes,no,no,teacher,other,other,father,17,4,2,50,11,13,10,1
MS,M,R,LE3,A,no,no,yes,no,no,yes,no,no,services,other,reputation,mother,19,2,0,83,9,10,7,1
GP,F,R,LE3,T,no,yes,no,yes,no,yes,yes,yes,other,at_home,reputation,father,17,3,0,14,8,9,8,1
GP,M,U,GT3,A,no,no,yes,yes,no,yes,no,no,services,services,reputation,other,18,1,3,23,10,12,12,1
GP,F,U,GT3,T,yes,yes,no,no,no,yes,no,yes,at_home,at_home,other,other,20,1,2,60,10,9,11,1
MS,F,R,GT3,T,yes,no,yes,yes,yes,yes,no,no,other,at_home,home,mother,21,1,2,52,19,18,15,1
MS,M,R,GT3,T,yes,yes,yes,yes,yes,no,no,no,health,teacher,course,father,19,3,3,71,10,13,12,1
GP,M,R,GT3,T,no,yes,yes,no,no,no,yes,yes,at_home,services,home,other,18,2,0,58,15,12,9,1
MS,M,U,LE3,T,yes,no,no,yes,yes,yes,no,yes,teacher,other,home,other,15,4,1,6,12,14,16,0
MS,M,U,GT3,A,yes,no,yes,yes,yes,yes,no,yes,other,at_home,home,other,16,4,3,82,10,9,9,1
MS,M,U,LE3,T,no,yes,no,yes,yes,no,yes,yes,services,health,home,mother,15,3,2,91,14,16,13,1
MS,M,R,GT3,A,no,yes,yes,yes,yes,yes,no,no,other,services,course,other,21,1,2,75,8,5,6,1
MS,M,R,LE3,T,yes,yes,no,no,no,no,no,no,teacher,health,reputation,father,21,2,0,89,14,13,13,1
GP,F,R,LE3,A,yes,yes,yes,yes,yes,no,no,no,other,other,reputation,mother,19,2,3,98,14,11,11,1
MS,F,R,GT3,T,no,no,no,yes,yes,no,yes,no,services,services,reputation,father,15,2,3,67,16,14,11,1
GP,F,U,LE3,A,yes,no,no,yes,no,yes,yes,no,at_home,teacher,other,father,20,4,3,33,8,8,10,1
GP,M,R,LE3,T,no,no,yes,yes,no,no,no,no,at_home,services,other,other,21,1,2,6,9,9,6,1
MS,M,R,LE3,T,no,no,no,yes,yes,no,no,yes,services,other,course,mother,19,1,1,53,11,10,8,1
GP,M,R,LE3,A,no,yes,yes,no,yes,yes,no,no,health,teacher,course,mother,17,3,3,90,15,14,17,1
GP,F,U,GT3,A,yes,no,yes,yes,yes,yes,yes,yes,health,other,course,father,16,1,1,66,17,20,18,0
GP,M,U,LE3,A,no,no,no,no,yes,yes,yes,yes,at_home,services,reputation,mother,17,4,2,96,5,5,5,1
MS,M,R,GT3,A,yes,no,no,no,yes,yes,no,yes,teacher,other,course,mother,20,4,1,11,5,8,6,1
MS,F,U,LE3,A,yes,no,yes,no,no,no,no,yes,other,services,reputation,mother,18,2,1,57,9,9,7,1
GP,M,U,GT3,A,yes,yes,no,yes,no,yes,yes,no,services,teacher,reputation,mother,21,2,1,82,9,6,4,1
MS,F,U,GT3,T,yes,no,no,yes,yes,yes,yes,no,teacher,services,home,other,16,1,2,51,15,12,14,1
MS,F,U,GT3,T,no,yes,yes,yes,no,yes,no,yes,other,other,other,father,15,2,2,80,16,14,15,1
MS,M,U,LE3,T,yes,no,no,yes,no,no,yes,no,at_home,other,other,father,19,2,2,55,5,8,11,1
MS,M,R,GT3,A,no,yes,yes,no,yes,no,no,no,services,other,course,mother,16,3,1,81,11,9,7,1
GP,M,R,GT3,A,yes,no,no,no,yes,yes,yes,no,teacher,health,home,mother,18,2,0,2,11,8,10,0
GP,F,R,LE3,A,no,yes,no,no,no,no,yes,yes,other,health,course,father,21,2,0,12,8,6,9,0
MS,F,U,GT3,T,yes,no,no,yes,yes,yes,no,yes,at_home,health,course,father,17,1,0,95,6,7,5,1
MS,F,U,LE3,A,no,yes,no,no,yes,no,no,yes,at_home,at_home,other,other,21,1,1,62,6,9,10,1
GP,M,U,LE3,T,yes,yes,no,no,yes,yes,no,yes,other,services,home,mother,18,2,0,4,8,10,13,0
GP,M,U,GT3,A,yes,no,no,yes,no,no,yes,yes,health,health,course,father,15,3,2,24,6,9,6,1
MS,M,R,LE3,A,yes,no,yes,no,yes,no,no,yes,health,other,course,other,19,4,1,85,5,2,2,1
GP,M,R,LE3,A,no,yes,yes,no,no,no,yes,yes,other,other,course,other,21,4,3,71,5,3,2,1
MS,F,R,LE3,T,yes,yes,yes,yes,no,yes,yes,yes,other,health,reputation,mother,19,4,0,51,12,10,7,1
MS,F,R,GT3,A,yes,no,no,no,yes,yes,yes,no,other,health,other,other,15,3,1,79,6,5,8,1
GP,F,R,LE3,T,yes,yes,no,no,yes,no,yes,yes,at_home,other,reputation,other,19,2,3,95,13,12,15,1
GP,F,R,LE3,A,no,yes,no,no,yes,no,yes,yes,services,health,course,other,16,4,1,4,6,5,6,1
MS,M,U,LE3,A,no,no,no,yes,yes,yes,yes,yes,at_home,at_home,home,other,16,2,3,99,15,15,16,1
MS,M,U,GT3,A,yes,yes,no,yes,yes,no,yes,yes,at_home,at_home,reputation,other,15,2,2,58,15,17,17,0
GP,M,R,LE3,A,no,yes,no,yes,yes,no,no,yes,health,at_home,reputation,mother,15,2,1,24,8,8,6,1
MS,F,U,GT3,T,yes,no,yes,no,no,no,yes,yes,other,teacher,course,mother,18,4,2,79,11,11,10,1
GP,F,R,LE3,A,yes,no,yes,no,no,yes,yes,no,at_home,at_home,reputation,mother,19,3,2,87,11,8,7,1
MS,M,R,GT3,T,yes,no,yes,no,yes,no,yes,no,at_home,other,home,mother,21,3,3,13,14,13,12,1
GP,M,U,GT3,A,no,no,no,no,no,yes,no,no,other,teacher,home,father,20,3,0,76,15,14,11,1
GP,F,R,GT3,A,yes,yes,no,yes,yes,no,no,yes,services,other,other,mother,17,3,3,86,12,9,10,1
GP,M,R,LE3,A,yes,yes,yes,yes,yes,no,yes,no,health,other,other,mother,15,2,0,51,7,7,6,1
MS,F,R,LE3,T,no,yes,no,yes,no,yes,no,yes,teacher,health,home,mother,18,4,3,24,5,7,9,1
MS,F,U,LE3,A,no,yes,no,no,no,yes,yes,yes,at_home,services,home,other,15,3,1,90,16,14,17,1
GP,F,U,GT3,T,yes,yes,no,yes,yes,no,yes,yes,services,at_home,reputation,other,21,3,0,71,8,9,8,1
MS,M,U,LE3,T,yes,yes,yes,yes,no,yes,yes,yes,teacher,services,other,other,15,3,1,55,7,6,9,1
GP,M,U,LE3,A,no,no,no,no,yes,no,yes,yes,other,services,reputation,mother,16,1,3,81,15,15,13,1
GP,F,R,GT3,T,yes,no,yes,no,yes,no,no,yes,teacher,health,home,father,20,2,2,36,8,6,9,1
MS,M,U,LE3,A,yes,yes,no,no,no,yes,no,yes,other,services,other,father,19,3,3,69,10,9,6,1
MS,F,U,LE3,T,no,no,no,yes,yes,yes,no,no,services,at_home,reputation,mother,20,2,1,5,5,4,6,1
GP,F,U,GT3,T,no,no,yes,no,no,yes,yes,yes,teacher,teacher,other,father,15,2,3,24,17,18,20,0
MS,F,R,GT3,T,no,yes,no,yes,no,no,no,no,health,other,course,father,19,2,2,19,5,5,6,1
MS,F,U,LE3,T,no,no,yes,no,no,no,no,yes,services,at_home,course,mother,18,1,2,22,17,19,19,0
GP,M,U,GT3,A,no,no,yes,no,yes,no,no,yes,teacher,health,course,other,15,1,3,56,16,13,11,1
GP,F,R,LE3,T,yes,yes,no,yes,yes,no,no,no,at_home,teacher,course,father,20,3,3,52,16,14,12,1
MS,F,R,LE3,A,yes,no,yes,yes,yes,yes,no,no,teacher,health,course,other,17,2,1,58,16,19,17,0
GP,M,R,LE3,T,yes,yes,no,no,yes,yes,yes,yes,teacher,at_home,other,mother,20,1,2,80,6,9,8,1
GP,F,R,LE3,A,yes,no,yes,no,yes,no,yes,no,health,other,home,other,16,4,0,95,14,12,12,1
MS,F,U,LE3,A,no,yes,yes,no,no,no,yes,no,services,services,reputation,father,17,4,1,60,14,14,11,1
GP,M,R,GT3,T,yes,yes,yes,yes,yes,yes,no,no,at_home,services,home,other,16,2,0,54,16,14,15,0
GP,M,U,GT3,T,yes,no,no,yes,no,yes,yes,yes,services,health,home,other,15,4,2,79,7,10,7,1
MS,M,U,LE3,A,yes,no,no,yes,no,yes,yes,no,services,teacher,home,other,20,3,2,19,16,19,21,0
MS,F,U,GT3,T,no,yes,no,yes,yes,no,yes,no,at_home,other,reputation,mother,15,4,1,2,9,6,9,1
GP,M,U,GT3,T,yes,yes,yes,yes,yes,no,yes,no,at_home,health,course,mother,19,4,2,64,13,16,19,0
GP,M,U,LE3,T,no,no,yes,no,no,no,yes,yes,health,other,other,mother,16,4,0,36,10,13,11,0
MS,F,R,GT3,T,yes,yes,no,yes,no,yes,no,yes,other,health,other,mother,18,2,3,34,9,7,10,1
MS,F,U,GT3,T,yes,yes,yes,no,yes,yes,yes,no,health,teacher,home,other,17,1,1,15,12,12,12,0
MS,F,U,LE3,T,yes,yes,no,no,no,yes,no,yes,at_home,at_home,other,father,20,4,3,3,19,16,13,1
MS,F,U,LE3,T,no,yes,no,no,no,yes,no,yes,teacher,services,reputation,other,18,4,3,2,5,6,3,1
GP,F,R,LE3,T,no,no,no,yes,yes,yes,no,yes,teacher,other,home,other,16,2,1,16,11,13,11,0
MS,M,U,LE3,T,yes,no,no,yes,yes,no,yes,no,services,other,reputation,other,18,3,0,43,12,12,14,0
MS,M,U,LE3,A,no,yes,yes,no,yes,no,yes,no,services,teacher,home,father,16,3,2,62,17,19,21,0
GP,M,R,LE3,T,yes,yes,no,yes,no,yes,yes,yes,other,other,course,father,19,1,2,97,13,14,12,1
MS,F,U,LE3,T,yes,no,no,yes,no,no,yes,no,other,at_home,other,father,19,2,1,41,18,16,13,1
GP,F,U,GT3,T,no,yes,yes,yes,yes,no,yes,no,other,at_home,other,other,18,1,0,97,15,17,19,0
MS,F,R,LE3,T,no,yes,no,no,no,yes,no,yes,other,teacher,reputation,mother,21,4,1,16,13,10,7,1
MS,M,U,GT3,T,yes,no,no,yes,yes,yes,yes,yes,teacher,health,other,mother,21,1,1,23,16,18,21,0
MS,M,U,GT3,A,no,yes,no,yes,no,yes,no,no,at_home,health,home,other,18,1,2,36,17,15,14,1
GP,F,U,LE3,A,yes,no,yes,yes,no,no,yes,yes,other,other,course,mother,20,4,1,1,12,12,12,0
GP,M,U,GT3,T,yes,no,no,yes,no,no,no,yes,health,other,other,mother,21,1,0,13,14,15,13,0
MS,F,U,GT3,A,yes,no,no,yes,no,yes,yes,yes,other,teacher,course,other,16,1,0,9,19,20,21,0
GP,M,R,GT3,T,yes,yes,yes,yes,no,yes,no,no,teacher,at_home,reputation,other,19,4,0,14,7,5,6,1
GP,M,R,LE3,T,no,yes,no,yes,yes,no,no,no,services,teacher,course,mother,20,4,0,36,10,10,13,0
GP,M,R,GT3,A,no,yes,no,no,no,no,no,yes,health,health,other,other,18,4,2,57,9,12,10,1
GP,F,U,GT3,A,yes,yes,no,no,yes,yes,yes,yes,other,at_home,other,mother,20,1,2,45,7,10,12,1
GP,M,U,LE3,A,no,no,no,yes,yes,yes,no,no,teacher,other,reputation,father,16,4,2,52,6,4,4,1
GP,M,U,GT3,A,yes,no,yes,yes,yes,no,yes,yes,services,health,reputation,father,16,2,2,81,6,8,11,1
MS,F,R,GT3,A,no,yes,yes,no,yes,yes,yes,no,other,services,course,other,18,1,0,55,14,13,15,0
MS,M,U,GT3,T,yes,yes,yes,no,no,no,yes,no,teacher,health,course,mother,17,4,0,12,14,14,17,0
GP,F,U,GT3,T,yes,no,no,no,no,yes,no,yes,teacher,at_home,reputation,father,20,1,1,34,14,14,17,0
MS,F,U,GT3,T,yes,yes,no,no,yes,no,yes,no,at_home,at_home,other,other,15,2,1,35,8,5,6,1
MS,F,R,LE3,A,no,yes,no,yes,yes,no,no,no,teacher,teacher,course,father,16,4,2,73,13,12,15,1
MS,F,R,GT3,T,yes,no,no,no,no,yes,no,yes,other,at_home,reputation,father,19,4,1,92,19,22,25,0
MS,F,U,LE3,A,no,no,no,yes,yes,no,yes,yes,teacher,services,course,other,21,3,2,33,6,7,10,1
GP,M,U,GT3,T,no,no,no,no,no,no,yes,no,health,services,reputation,father,20,2,2,23,9,7,6,1
MS,F,U,LE3,A,no,no,no,yes,yes,yes,no,no,teacher,at_home,other,other,15,2,2,52,17,18,16,1
MS,F,R,LE3,A,yes,yes,no,no,no,no,no,yes,teacher,other,course,other,16,3,3,26,12,12,13,1
GP,F,R,LE3,T,no,yes,no,yes,yes,yes,no,no,health,at_home,course,father,20,2,1,72,14,16,17,0
GP,F,R,GT3,T,no,yes,yes,no,yes,yes,yes,yes,other,other,home,father,17,4,1,72,15,13,15,1
MS,M,U,GT3,T,no,yes,no,yes,yes,no,yes,no,services,at_home,home,mother,15,3,2,73,6,9,7,1
MS,F,R,GT3,T,no,no,no,no,no,no,yes,no,at_home,health,other,father,19,1,0,11,18,19,19,0
MS,M,U,GT3,A,yes,yes,yes,no,no,yes,no,yes,services,at_home,reputation,mother,15,4,3,14,11,9,11,1
MS,F,U,GT3,T,yes,yes,no,yes,no,yes,no,yes,other,health,home,other,20,2,1,2,16,17,15,0
MS,M,R,LE3,A,no,yes,no,no,no,yes,yes,yes,other,other,home,father,21,3,0,27,10,8,5,1
MS,F,U,LE3,T,no,no,yes,yes,no,yes,no,no,health,at_home,other,father,18,1,2,8,5,6,7,1
GP,F,R,LE3,T,no,yes,no,yes,no,yes,yes,no,services,other,reputation,other,16,3,2,38,17,18,15,1
MS,M,U,GT3,T,no,no,no,yes,yes,yes,yes,yes,teacher,services,other,father,21,4,1,29,11,9,9,1
MS,F,U,GT3,T,no,no,yes,no,no,no,no,no,health,teacher,course,mother,18,4,1,56,19,16,13,1
GP,M,R,LE3,T,no,yes,no,no,yes,yes,yes,no,health,other,course,father,17,3,3,22,14,12,12,1
GP,F,U,GT3,A,yes,no,yes,no,no,yes,no,no,at_home,health,reputation,mother,15,3,1,29,13,15,13,0
GP,M,U,GT3,T,no,no,yes,yes,yes,no,yes,yes,health,teacher,home,father,18,2,3,63,5,6,5,1
GP,F,U,LE3,A,no,yes,yes,yes,no,yes,yes,yes,services,at_home,other,father,17,4,2,15,6,5,4,1
MS,F,U,LE3,T,no,no,yes,yes,yes,no,no,yes,other,health,other,other,18,1,0,35,11,11,9,1
MS,M,U,GT3,A,yes,no,no,yes,no,yes,yes,no,at_home,teacher,course,mother,19,3,0,29,5,2,4,1
MS,F,U,GT3,T,yes,yes,yes,yes,yes,yes,yes,no,teacher,teacher,other,other,18,1,3,45,17,19,20,0
MS,F,U,LE3,T,no,yes,no,yes,yes,no,yes,yes,services,other,home,other,16,3,3,79,6,4,4,1
MS,F,U,GT3,T,no,no,no,no,no,no,yes,no,teacher,at_home,reputation,other,20,4,1,91,7,7,10,1
MS,F,R,LE3,A,no,yes,yes,no,yes,yes,yes,yes,health,at_home,other,mother,18,3,1,19,6,8,5,1
GP,F,R,LE3,A,yes,yes,yes,no,yes,no,yes,yes,services,at_home,home,other,18,2,1,77,17,14,13,1
MS,F,U,LE3,T,no,yes,yes,no,yes,yes,no,no,at_home,other,reputation,mother,18,1,0,55,6,5,2,1
GP,M,U,GT3,T,yes,no,yes,yes,no,no,no,no,at_home,other,other,mother,21,3,1,92,6,9,12,1
GP,M,R,LE3,T,yes,no,no,yes,yes,yes,yes,yes,teacher,at_home,other,father,18,4,1,36,11,11,8,1
MS,M,U,LE3,A,yes,yes,yes,yes,no,no,yes,no,other,teacher,reputation,mother,18,3,2,82,14,16,13,1
GP,F,R,GT3,T,yes,yes,yes,yes,no,no,yes,no,at_home,at_home,other,mother,15,1,3,80,8,6,8,1
MS,M,R,LE3,A,no,yes,yes,no,no,yes,yes,no,teacher,other,other,father,15,4,1,61,8,7,8,1
GP,F,R,GT3,T,yes,yes,yes,no,no,yes,no,yes,other,at_home,other,other,20,3,2,64,12,10,9,1
MS,F,U,GT3,A,no,no,no,yes,yes,yes,no,yes,services,other,course,father,21,2,0,28,9,11,8,1
GP,F,U,GT3,A,yes,yes,yes,no,yes,yes,no,yes,at_home,at_home,reputation,father,19,2,1,92,5,5,2,1
MS,F,U,LE3,A,no,no,no,yes,no,no,no,yes,at_home,teacher,course,father,15,2,0,87,19,17,19,0
MS,M,R,LE3,T,no,no,no,yes,no,no,yes,yes,teacher,teacher,reputation,mother,17,4,0,82,6,8,7,1
MS,F,R,GT3,A,yes,no,no,no,no,yes,no,yes,at_home,other,course,father,16,3,0,42,19,18,20,0
MS,M,R,GT3,T,no,no,no,yes,yes,yes,yes,no,teacher,other,other,mother,18,4,0,73,14,17,14,1
MS,F,U,GT3,A,no,no,no,no,yes,yes,no,no,at_home,health,home,mother,18,2,3,35,19,18,18,1
GP,M,R,LE3,T,no,no,yes,no,no,no,no,yes,teacher,services,reputation,mother,18,4,0,16,18,18,17,0
GP,M,R,GT3,A,no,yes,yes,no,no,no,no,no,at_home,health,home,mother,19,3,2,53,16,16,13,1
GP,M,U,GT3,A,yes,yes,yes,yes,yes,no,no,yes,services,other,reputation,other,19,2,2,16,7,8,9,1
MS,M,R,GT3,T,no,no,yes,yes,yes,no,yes,yes,services,other,reputation,mother,17,4,0,31,18,17,20,0
GP,M,R,LE3,T,no,no,yes,no,yes,no,yes,no,teacher,at_home,other,mother,21,1,0,15,8,10,12,0
MS,M,U,GT3,A,no,no,yes,yes,yes,no,no,no,services,health,reputation,father,18,2,3,50,13,14,14,1
MS,F,U,LE3,A,yes,no,yes,yes,yes,yes,yes,no,teacher,services,other,father,19,1,1,58,18,16,18,0
GP,M,R,LE3,T,no,no,no,no,no,yes,no,yes,teacher,health,other,mother,18,2,0,22,14,14,12,0
GP,F,U,GT3,A,yes,yes,yes,yes,no,no,no,yes,health,teacher,other,other,15,3,2,15,14,16,17,0
MS,M,R,GT3,A,no,no,yes,yes,no,yes,yes,yes,services,teacher,course,other,18,4,2,31,19,16,19,0
GP,F,U,GT3,T,no,yes,yes,yes,yes,yes,no,no,health,health,course,father,17,1,3,65,9,11,14,1
MS,M,R,LE3,T,yes,yes,no,no,yes,yes,no,yes,health,health,other,other,17,1,2,69,15,13,11,1
MS,M,U,LE3,T,yes,no,no,no,no,yes,yes,yes,at_home,other,home,father,19,4,2,73,17,18,16,1
MS,F,R,LE3,A,yes,no,no,yes,yes,yes,no,no,teacher,at_home,home,other,18,3,0,97,15,14,11,1
MS,M,U,GT3,A,no,yes,yes,yes,no,yes,no,yes,other,teacher,reputation,other,17,1,3,61,18,18,18,1
MS,M,U,LE3,A,yes,no,no,yes,no,no,no,no,health,services,home,other,15,4,2,29,10,10,13,1
GP,M,U,GT3,T,no,yes,yes,yes,yes,no,yes,no,at_home,at_home,reputation,father,21,1,2,35,15,17,19,0
GP,F,U,GT3,A,yes,yes,no,yes,yes,yes,yes,yes,services,health,reputation,father,19,3,3,5,18,21,18,0
MS,M,U,GT3,T,yes,yes,no,yes,yes,yes,yes,yes,other,teacher,reputation,mother,15,1,3,44,15,13,14,1
MS,F,U,LE3,T,yes,no,yes,yes,no,no,yes,yes,teacher,health,course,mother,17,1,2,32,7,9,11,1
GP,M,U,LE3,A,yes,no,no,yes,yes,no,no,no,at_home,teacher,other,other,20,3,1,4,17,15,18,0
GP,M,R,LE3,T,no,yes,no,no,yes,no,yes,no,other,services,home,other,19,1,0,55,6,6,4,1
MS,F,R,GT3,A,yes,no,yes,yes,no,yes,yes,no,teacher,at_home,other,other,18,4,2,27,6,7,4,1
